"city","state","shape"
"Jacksonville Beach","FL","Changing"
"Centerville","OH","Other"
"Centerville","OH","Circle"
"Baytown","TX","Light"
"Arcadia","LA","Disk"
"Charlotte","NC","Disk"
"Springfield","OH","Triangle"
"Norfolk","VA","Circle"
"Blountville","TN","Circle"
"Houston","TX","Triangle"
"Fairfield","CA","Sphere"
"Santa Rosa","CA","Circle"
"Wilmington","NC","Light"
"Wilmington","NC","Sphere"
"Milwaukee","WI","Light"
"Tacoma","WA","Light"
"Delray Beach","FL","Triangle"
"Mesa","AZ","Light"
"Iowa City","IA","Sphere"
"Baldwin","WI","Light"
"Downers Grove","IL","Oval"
"Gardena (Los Angeles County)","CA","Chevron"
"Kent","WA","Other"
"Medina","OH","Diamond"
"Street","MD","Oval"
"Gila Bend","AZ","Triangle"
"Hayward","CA","Cross"
"Miami","FL","Changing"
"Manchester","NH","Light"
"Evanston","WY","Oval"
"Manchester","CT","Triangle"
"Atlanta","GA","Diamond"
"Lexington","TN","Light"
"Hurst","TX","Triangle"
"Houston","TX","Rectangle"
"Fort Smith","AR","Teardrop"
"Hollywood","FL","Disk"
"Alice","TX","Light"
"Oakland","CA","Light"
"Mobile","AL","Triangle"
"Tinley Park","IL","Triangle"
"Honolulu","HI","Disk"
"Hampden","ME","Light"
"Seattle","WA","Cylinder"
"Bethlehem","PA","Other"
"Puyallup","WA","Triangle"
"Wheatfield","IN","Flash"
"Bridgeport","OH","Flash"
"Toledo","OH","Circle"
"Holland","MI","Flash"
"Weaverville","NC","Circle"
"Owingsville","KY","Fireball"
"Pomeroy","OH","Flash"
"San Antonio","TX","Circle"
"Missouri City","TX","Flash"
"Lauderhill","FL","Oval"
"Denver","CO","Changing"
"Surprise","AZ","Other"
"Ely (7 Mi. South Of)","NV","Sphere"
"North Miami","FL","Light"
"Queen Creek","AZ","Triangle"
"Miami","FL","Triangle"
"San Jose","CA","Circle"
"Shippensburg","PA","Circle"
"Sarasota","FL","Light"
"Chattanooga","TN","Light"
"Fort Dodge","IA","Triangle"
"Mercer Island","WA","Oval"
"Casselberry","FL","Light"
"Shepherd","TX","Triangle"
"New York City","NY","Formation"
"Lake Havasu City","AZ","Circle"
"Warner Robins","GA","Light"
"Columbus","NE","Sphere"
"Garden City","KS","Egg"
"Turkey Ridge","SD","Rectangle"
"Marietta","GA","Circle"
"Eagle Pass","TX","Oval"
"Roca","NE","Rectangle"
"Sacramento","CA","Light"
"De Soto","MO","Light"
"Solvang","CA","Fireball"
"Pismo Beach","CA","Changing"
"Burien","WA","Cigar"
"Avila Beach","CA","Changing"
"San Diego","CA","Fireball"
"Chesapeake","VA","Triangle"
"Comanche","TX","Formation"
"Indianapolis","IN","Light"
"Princeton","TX","Flash"
"Tazewell","VA","Fireball"
"Tulsa","OK","Circle"
"Fontana","CA","Circle"
"Crestline","CA","Oval"
"Maryland Heights","MO","Other"
"West Palm Beach","FL","Sphere"
"Tell City","IN","Teardrop"
"South Bend","IN","Triangle"
"Royal Palm Beach","FL","Other"
"Crystal Lake","IL","Cylinder"
"Colorado Springs","CO","Changing"
"Santa Rosa","CA","Light"
"Katy","TX","Light"
"Huntersville","NC","Circle"
"Havertown","PA","Fireball"
"Wenatchee","WA","Light"
"Oxford","GA","Circle"
"Charlotte","NC","Cigar"
"Comer","GA","Circle"
"Santee","SC","Fireball"
"Oxford","OH","Light"
"Buckeye","AZ","Light"
"Lansing","MI","Formation"
"Port Angeles","WA","Light"
"Ithaca","NY","Fireball"
"Lexington","SC","Changing"
"Melbourne Beach","FL","Flash"
"Arlington Heights","IL","Fireball"
"Limon (Near)","CO","Light"
"Blue Island","IL","Fireball"
"Little River","SC","Changing"
"Tucson","AZ","Changing"
"South San Diego","CA","Other"
"Richmond","VA","Circle"
"Mt. Vernon","WA","Other"
"Ocean City","NJ","Light"
"Lexington","SC","Disk"
"Pittsburgh","PA","Fireball"
"Myrtle Beach","SC","Circle"
"Myrtle Beach","SC","Fireball"
"Ocean Isle Beach","NC","Circle"
"Sunset Beach","NC","Other"
"Cherry Grove Beach","SC","Oval"
"Myrtle Beach","SC","Light"
"Myrtle Beach","SC","Circle"
"Lampasas","TX","Light"
"Villa Hills","KY","Flash"
"Brownwood","TX","Light"
"Inman","SC","Disk"
"Little River","SC","Light"
"Jenks","OK","Circle"
"Pasadena","CA","Fireball"
"Erial","NJ","Sphere"
"Columbia","MD","Diamond"
"Richmond","VA","Circle"
"Morristown","NJ","Light"
"Dallas","TX","Circle"
"Woodbridge","VA","Cigar"
"Hogansville","GA","Circle"
"Bellingham","WA","Light"
"Dahlgren","VA","Light"
"Arnold","MD","Fireball"
"Cedarville","CA","Light"
"St. Louis","MO","Triangle"
"Lakeland","TN","Light"
"Brothers","OR","Light"
"Edgewater","MD","Light"
"Garland","TX","Circle"
"Plainview","NY","Triangle"
"Eugene","OR","Other"
"Mitchell","SD","Light"
"O&#39Fallon","MO","Triangle"
"Wilkes-Barre","PA","Other"
"Broken Arrow","OK","Oval"
"Chandler","AZ","Disk"
"Rosamond","CA","Formation"
"New Castle","PA","Fireball"
"Irving","TX","Cylinder"
"Ogilvie","MN","Light"
"Waterloo","IA","Triangle"
"Mansfield","TX","Triangle"
"Toledo","OH","Triangle"
"Brandon","MS","Circle"
"Springfield","MA","Disk"
"Erie","PA","Circle"
"Wellsville","NY","Disk"
"Muscatine (Area Approx. 7Mi South)","IA","Circle"
"Christmas Valley","OR","Formation"
"Virginia City","MT","Other"
"Monroe","NC","Disk"
"California Valley (Cattle Country&#44 Not Too Distant Airbase)","CA","Disk"
"Orange","MA","Diamond"
"Hawthorne","CA","Triangle"
"North Hollywood","CA","Sphere"
"Miami","FL","Light"
"San Antonio","TX","Other"
"Center Valley","PA","Triangle"
"Puyallup","WA","Light"
"Lake Charles","LA","Changing"
"Minneapolis","MN","Triangle"
"Denver","CO","Light"
"State College","PA","Disk"
"Vallejo","CA","Triangle"
"Perrine","FL","Formation"
"Pocatello","ID","Light"
"Florence","MS","Changing"
"Corinne","UT","Disk"
"Arlington","TX","Sphere"
"Huntington Beach","CA","Egg"
"Lawrenceville","GA","Triangle"
"Yadkinville","NC","Fireball"
"Bullhead City","AZ","Light"
"Munhall","PA","Light"
"Northampton","MA","Fireball"
"Peoria","AZ","Fireball"
"Poulsbo","WA","Other"
"Seattle","WA","Triangle"
"Alma","NM","Light"
"Houston","TX","Oval"
"Klamath Falls","OR","Light"
"Phoenix","AZ","Triangle"
"Lawrence","KS","Other"
"Guttenberg","NJ","Disk"
"Bruce","WA","Oval"
"Springfield","IL","Disk"
"Fleetwood","PA","Oval"
"San Diego","CA","Triangle"
"Scappoose","OR","Triangle"
"Westminster","CO","Triangle"
"Killeen","TX","Sphere"
"San Lorenzo","CA","Changing"
"Trotwood","OH","Other"
"Mcminnville","OR","Cigar"
"Fountain Hills","AZ","Triangle"
"Brewster","WA","Flash"
"Brecksville","OH","Other"
"Burlington","MA","Disk"
"Bedford","IN","Circle"
"Fortson","GA","Cone"
"Morgan Hill","CA","Flash"
"St. Louis","MO","Other"
"Surprise","AZ","Light"
"Canon City","CO","Light"
"Miami Beach","FL","Chevron"
"Milwaukee","WI","Triangle"
"Bradenton","FL","Fireball"
"Champaign","IL","Changing"
"Fairbury","IL","Oval"
"Mandan","ND","Circle"
"Cooper City","FL","Changing"
"St. Augustine","FL","Fireball"
"Orlando","FL","Fireball"
"Forestville","CA","Formation"
"Warwick","RI","Triangle"
"Defiance","OH","Triangle"
"Eugene","OR","Cylinder"
"Philadelphia","PA","Oval"
"Arlington","TX","Light"
"Denver","CO","Changing"
"Wood Lake","NE","Light"
"Battle Creek","MI","Triangle"
"Monterey","CA","Cylinder"
"Marion","IA","Light"
"New Gloucester","ME","Light"
"New Gloucester","ME","Other"
"Seattle","WA","Light"
"Davis","CA","Changing"
"Davis","CA","Other"
"Oak Forest","IL","Triangle"
"Springfield","MO","Light"
"Windsor","CA","Light"
"Rock Springs","WY","Other"
"Indianapolis","IN","Fireball"
"Fort Walton Beach","FL","Light"
"Marion","OH","Triangle"
"Cedar Rapids","IA","Light"
"Tinley Park","IL","Oval"
"El Cajon","CA","Circle"
"Gardnerville","NV","Circle"
"Lavalette","WV","Circle"
"Sturgeon Bay","WI","Oval"
"Hemet","CA","Rectangle"
"Hemet","CA","Triangle"
"Yuba City","CA","Cigar"
"Plainfield","IL","Triangle"
"New York City (Brooklyn)","NY","Light"
"Mt. Vernon","WA","Oval"
"North Bergen","NJ","Circle"
"Bernardsville","NJ","Fireball"
"Accokeek (On Hwy 210)","MD","Light"
"Troy","NC","Rectangle"
"Kennewick","WA","Light"
"Albuquerque","NM","Cylinder"
"Vancouver","WA","Cigar"
"Stratford","CT","Teardrop"
"Stroudsburg","PA","Light"
"Jefferson","GA","Circle"
"Santa Fe","NM","Cone"
"Matteson","IL","Formation"
"Matteson","IL","Triangle"
"Yakima","WA","Triangle"
"Roseville","CA","Light"
"Hanover","NH","Fireball"
"Vacaville","CA","Diamond"
"Vacaville","CA","Triangle"
"Greensburg","KY","Cigar"
"Seattle","WA","Light"
"Cumming","GA","Cigar"
"Riverside","CA","Formation"
"St. Louis (West)","MO","Disk"
"North Augusta","SC","Circle"
"Kings Park","NY","Triangle"
"Yakima","WA","Light"
"North Pole","AK","Light"
"Sacramento","CA","Disk"
"Butler","PA","Light"
"Beverly Hills","CA","Circle"
"Salt Lake City (Cottonwood Heights)","UT","Sphere"
"Elkton","MD","Other"
"Milwaukee","WI","Circle"
"Flushing","MI","Oval"
"Baltimore","MD","Formation"
"Des Moines","IA","Triangle"
"Katy","TX","Fireball"
"Pittsburgh","PA","Disk"
"Ellicott City","MD","Circle"
"Lake Lure","NC","Light"
"Nampa","ID","Disk"
"Meridian","ID","Disk"
"Sarasota","FL","Rectangle"
"Centerville","OH","Fireball"
"Playa Del Rey","CA","Flash"
"Loganville","GA","Triangle"
"Waukee","IA","Circle"
"Seaside Park","NJ","Cross"
"Milford","OH","Circle"
"Jackson","WI","Formation"
"Newport Beach","CA","Changing"
"Marksville (Spring Bayou&#44 1St Landing)","LA","Triangle"
"Charlotte","NC","Triangle"
"Kaufman (Outside Of)","TX","Light"
"Pewaukee","WI","Fireball"
"Cleburne","TX","Light"
"Redding (A Couple Miles South Of)","CA","Circle"
"Redding","CA","Oval"
"Corfu (Darien/Pembroke/Alexander)","NY","Triangle"
"Seattle","WA","Fireball"
"Tumwater (Driving N On I-5)","WA","Fireball"
"Roseville","CA","Fireball"
"Scottsdale","AZ","Other"
"Reseda","CA","Sphere"
"Costa Mesa","CA","Light"
"Dallas","TX","Triangle"
"Carthage","TX","Triangle"
"Cookstown","NJ","Cylinder"
"Concord (Near)","NC","Other"
"Clinton","SC","Triangle"
"Oshkosh","WI","Cylinder"
"Charlotte","NC","Light"
"Moravia","NY","Flash"
"Tacoma","WA","Triangle"
"Melbourne Beach","FL","Triangle"
"Studio City","CA","Triangle"
"Westmont","IL","Oval"
"Petal","MS","Triangle"
"Laurel","MS","Oval"
"Scottsdale","AZ","Changing"
"Panama City Beach","FL","Other"
"Agency","MO","Other"
"Buckeye","AZ","Light"
"Longville","LA","Changing"
"Aurora","CO","Triangle"
"Greeley","CO","Triangle"
"Anchorage","AK","Light"
"Woodbridge","VA","Rectangle"
"Kountze","TX","Light"
"Potomac","MD","Light"
"Clarksville","AR","Cylinder"
"Adams","TN","Disk"
"Tulsa","OK","Light"
"Burbank","CA","Other"
"Santa Monica","CA","Light"
"Buford","GA","Flash"
"Roanoke","VA","Other"
"Phoenix","AZ","Cigar"
"South Pasadena","CA","Other"
"Garrison","NY","Light"
"Los Molinos","CA","Triangle"
"Stevens Point","WI","Circle"
"York","PA","Triangle"
"Lake Hiawatha","NJ","Light"
"O&#39Fallon","IL","Other"
"Staunton","VA","Cigar"
"Lewiston","ME","Light"
"Keene","NH","Flash"
"Lansing","MI","Other"
"Vya","NV","Fireball"
"Tracy","CA","Oval"
"Wichita","KS","Light"
"Orlando","FL","Cigar"
"Chesterfield","MO","Light"
"Gila Bend","AZ","Light"
"Covington","GA","Triangle"
"Hillsboro","KY","Changing"
"San Jose","CA","Other"
"Eloy","AZ","Formation"
"San Francisco","CA","Light"
"Borrego Springs","CA","Triangle"
"Oklahoma City","OK","Light"
"Ardmore","PA","Light"
"Altamonte Springs","FL","Cigar"
"Orlando","FL","Changing"
"Strawberry","CA","Triangle"
"Lancaster (Southwest)","PA","Triangle"
"Coxsackie","NY","Light"
"Lebanon","NJ","Disk"
"Duluth","MN","Oval"
"Otis","ME","Oval"
"Battle Ground","WA","Fireball"
"Seattle","WA","Formation"
"Waukesha","WI","Light"
"Nashville","TN","Formation"
"Tarpon Springs","FL","Light"
"San Antonio","TX","Fireball"
"Albuquerque","NM","Light"
"Hilliard","OH","Chevron"
"Dallas","TX","Formation"
"Larsen","WI","Light"
"Woodinville","WA","Light"
"Gresham","OR","Formation"
"Phoenix","AZ","Triangle"
"Spring Valley","OH","Diamond"
"Spotsylvania","VA","Fireball"
"Redmond","OR","Triangle"
"El Centro","CA","Cylinder"
"Palm Springs","CA","Disk"
"St. Louis","MO","Triangle"
"Hooksett","NH","Triangle"
"Las Vegas","NV","Oval"
"Streetsboro","OH","Triangle"
"Raleigh","NC","Light"
"Chester","CA","Light"
"Collingdale","PA","Light"
"Babylon","NY","Fireball"
"Tucson","AZ","Circle"
"Bolingbrook","IL","Rectangle"
"Midlothian","VA","Light"
"Morgan City","LA","Fireball"
"Sumter","SC","Triangle"
"St. Louis","MO","Chevron"
"Columbus","OH","Other"
"Tampa","FL","Triangle"
"Hamilton","AL","Diamond"
"Hamilton","AL","Light"
"Manchester","CT","Flash"
"Candler","NC","Oval"
"Rapid City","SD","Triangle"
"El Segundo","CA","Light"
"Napa","CA","Circle"
"Cheshire","CT","Other"
"Russell","PA","Disk"
"Las Vegas","NV","Sphere"
"Mystic","CT","Triangle"
"Northfield Falls","VT","Sphere"
"Hartland","WI","Oval"
"Woolwich","ME","Circle"
"Eagle River","AK","Light"
"Los Angeles","CA","Rectangle"
"Hosford","FL","Light"
"Honolulu","HI","Flash"
"Methuen","MA","Light"
"Brighton","CO","Formation"
"Longmont","CO","Triangle"
"Spokane","WA","Rectangle"
"Glendale","AZ","Fireball"
"Calabasas","CA","Other"
"Athens","GA","Light"
"Brunswick","MD","Triangle"
"Chapin","SC","Fireball"
"Kenosha","WI","Light"
"Plant City","FL","Circle"
"Hillsboro","MO","Light"
"Edgerton","WI","Rectangle"
"Goodlettsville","TN","Flash"
"Savage","MN","Triangle"
"Beaver","AR","Circle"
"Cape Coral","FL","Fireball"
"Tallahassee","FL","Fireball"
"Lake Worth (Southern Blvd.; Haverhill Exit)","FL","Disk"
"Oldsmar","FL","Formation"
"Miami Beach","FL","Triangle"
"Mustang","OK","Fireball"
"Eastland","UT","Sphere"
"Wells (30 Miles North Of)","NV","Cylinder"
"Wanakah","NY","Triangle"
"Newport","TN","Circle"
"Kansas City  (Over The Metro Area)","MO","Circle"
"Austin","TX","Oval"
"Tucson","AZ","Fireball"
"San Antonio","TX","Light"
"Phoenix","AZ","Fireball"
"Seattle","WA","Oval"
"Napoleon","ND","Light"
"Reedsburg","OH","Triangle"
"Sebastopol","CA","Disk"
"Houston","TX","Light"
"Stevensville","MD","Light"
"Santa Barbara","CA","Disk"
"Rohnert Park","CA","Other"
"Hot Springs Village","AR","Triangle"
"Santa Rosa","CA","Light"
"Casa Grande","AZ","Cigar"
"Burlington","VT","Changing"
"Fortuna","CA","Fireball"
"Marysville","CA","Circle"
"San Francisco","CA","Sphere"
"Mansfield","OH","Light"
"Miami Gardens","FL","Chevron"
"New York City (Brooklyn)","NY","Triangle"
"New York City","NY","Chevron"
"Largo","FL","Triangle"
"Ithaca","NY","Chevron"
"Tampa","FL","Triangle"
"Woodside (Queens)","NY","Chevron"
"Ithaca","NY","Triangle"
"Rochester","NY","Chevron"
"Skaneateles","NY","Triangle"
"Hampton","VA","Light"
"Rochester","NY","Circle"
"Geneseo","NY","Light"
"Glidden","IA","Triangle"
"Redwood City","CA","Light"
"Edwardsville","IL","Changing"
"Jacksonville","NC","Disk"
"San Antonio","TX","Light"
"Pittsfield","ME","Light"
"Hutchinson","KS","Triangle"
"Parkland","FL","Flash"
"Phoenix","AZ","Triangle"
"League City","TX","Oval"
"Keller","TX","Oval"
"San Diego","CA","Light"
"Tampa","FL","Disk"
"Santa Fe","NM","Flash"
"Greenwood","IN","Light"
"Everett","WA","Oval"
"Issaquah","WA","Fireball"
"Victorville","CA","Light"
"Liverpool","TX","Circle"
"Blossom","TX","Sphere"
"Melbourne","FL","Flash"
"Orlando","FL","Light"
"Pembroke Pines","FL","Light"
"Owatonna","MN","Light"
"Granbury","TX","Disk"
"Abilene","TX","Light"
"Colchester","VT","Circle"
"Henderson","NV","Circle"
"Phoenix","AZ","Light"
"Mcallen","TX","Other"
"Jupiter","FL","Light"
"Trenton","NJ","Formation"
"Denton","TX","Circle"
"Harleysville","PA","Light"
"New Kent County","VA","Disk"
"Lansing","MI","Fireball"
"St. Peters","MO","Light"
"Asheville","NC","Light"
"Wabash","IN","Light"
"Brockport","NY","Triangle"
"Cape Canaveral","FL","Fireball"
"Decatur","AR","Light"
"Wilmington","NC","Rectangle"
"Boiling Springs","SC","Oval"
"Mt. Savage","MD","Oval"
"Kilgore","TX","Light"
"Bassett","VA","Light"
"Tuscaloosa","AL","Circle"
"Penn Valley","CA","Circle"
"Willard","OH","Triangle"
"Albuquerque","NM","Triangle"
"Marshfield","WI","Triangle"
"Madison","WI","Triangle"
"Anchorage","AK","Triangle"
"Harrisburg","PA","Fireball"
"Valparaiso","IN","Chevron"
"Bradenton","FL","Fireball"
"Chicago (1/2 Hour Out Of)","IL","Light"
"Wheaton","IL","Sphere"
"El Jebel","CO","Fireball"
"Wading River","NY","Fireball"
"Santa Rosa","CA","Chevron"
"Springfield","OH","Light"
"Vacaville","CA","Other"
"Whiting","ME","Circle"
"Franklin","OH","Circle"
"Toledo","OH","Sphere"
"Springfield","OH","Circle"
"New York City (Bronx)","NY","Fireball"
"Nashville","TN","Other"
"Englewood","OH","Circle"
"Springfield","MA","Flash"
"Arlington","TX","Triangle"
"Garland","TX","Light"
"Marstons Mills","MA","Formation"
"Moorhead","MN","Light"
"Lorain","OH","Diamond"
"St. Paul","MN","Sphere"
"Fayetteville","AR","Flash"
"Cincinnati","OH","Teardrop"
"Winston-Salem","NC","Cross"
"Lexington","KY","Triangle"
"Pasadena","CA","Light"
"West Palm Beach","FL","Fireball"
"Pittsburgh","PA","Fireball"
"Las Cruces","NM","Changing"
"Los Angeles","CA","Circle"
"Manchester","NH","Diamond"
"Sacramento","CA","Light"
"Willow Springs","MO","Triangle"
"Jackson Center","OH","Light"
"Spokane (I-90 From Mile 238 Eastbound&#44 Over)","WA","Fireball"
"Detroit","MI","Circle"
"Louisville","KY","Formation"
"Big Rapids","MI","Fireball"
"Amarillo","TX","Chevron"
"Sherwood","AR","Other"
"Chicago (Sw Sky Over Lake Michigan)","IL","Oval"
"Augusta","KS","Light"
"Cedar Rapids","IA","Teardrop"
"Phoenix","AZ","Changing"
"Portland","ME","Sphere"
"Kintnersville","PA","Other"
"Bellingham","WA","Flash"
"St. George","UT","Changing"
"Fairview","MI","Changing"
"Scranton","PA","Other"
"Poughkeepsie","NY","Triangle"
"Sheboygan","WI","Circle"
"Laurel","MD","Circle"
"Jersey City","NJ","Light"
"Beaver","WV","Disk"
"Rolla","MO","Light"
"Carlisle","IA","Chevron"
"Alma","MI","Sphere"
"Memphis","TN","Light"
"Little Rock","AR","Cigar"
"Laramie","WY","Fireball"
"Paramus","NJ","Light"
"San Jose","CA","Other"
"Lisbon","OH","Disk"
"Syracuse","IN","Light"
"Wittmann","AZ","Flash"
"Syracuse","IN","Oval"
"New York City (Manhattan)","NY","Sphere"
"Spanaway","WA","Disk"
"New York City (Queens)","NY","Light"
"Sheridan","WY","Light"
"Florida","NY","Triangle"
"Houston","TX","Other"
"Avon","NC","Light"
"San Diego","CA","Chevron"
"Lafayette","IN","Formation"
"Orono","ME","Disk"
"St. Francis","KS","Light"
"College Station (Near)","TX","Light"
"Shrewsbury","MA","Light"
"San Diego (Mission Bay Area)","CA","Fireball"
"Evarts","KY","Teardrop"
"Austin","TX","Triangle"
"Eldridge","IA","Disk"
"New York City (Bronx)","NY","Changing"
"Kendallville","IN","Sphere"
"Cocoa","FL","Oval"
"St. Louis","MO","Fireball"
"Nicholasville","KY","Diamond"
"Mesquite","TX","Circle"
"Fenton","MO","Triangle"
"Carlsbad","CA","Formation"
"Liberty","MO","Light"
"Overland Park","KS","Triangle"
"Los Angeles","CA","Changing"
"Drummonds","TN","Light"
"Onalaska","WI","Triangle"
"Buena Park","CA","Formation"
"San Antonio","TX","Circle"
"Marshfield","MO","Light"
"Mabank","TX","Other"
"Boonville","CA","Formation"
"Sedona","AZ","Other"
"Oxnard","CA","Circle"
"Midlothian","VA","Chevron"
"Overland Park","KS","Triangle"
"Michigan City","IN","Other"
"Darrington","WA","Light"
"New York City","NY","Light"
"Bellevue","WA","Oval"
"Hendersonville","TN","Oval"
"Bolingbrook","IL","Light"
"Moundsville","WV","Disk"
"Tacoma","WA","Light"
"Tarentum","PA","Light"
"Nacogdoches","TX","Chevron"
"Margaretville","NY","Circle"
"Azle","TX","Other"
"Escondido","CA","Oval"
"Brownwood","TX","Light"
"Jackson","TN","Circle"
"Chenango Forks","NY","Circle"
"Manhattan","KS","Changing"
"San Jose","CA","Formation"
"Moyock","NC","Triangle"
"Albuquerque","NM","Fireball"
"Phillipsburg","KS","Sphere"
"Medanales","NM","Fireball"
"Brownwood","TX","Light"
"Sidney","TX","Light"
"Waco","TX","Rectangle"
"Sylmar","CA","Disk"
"Abilene","TX","Light"
"Dublin","TX","Sphere"
"Wellington","CO","Oval"
"Fairfield","TX","Oval"
"Marion","NC","Flash"
"Appleton","WI","Light"
"Dallas","TX","Triangle"
"Charlotte","NC","Cross"
"Oakland","CA","Circle"
"Durham","NC","Light"
"Merritt Island","FL","Circle"
"Santa Clarita","CA","Triangle"
"Surf City","NC","Flash"
"Gaffney","SC","Fireball"
"Tracy","CA","Circle"
"Stanton","NE","Light"
"International Falls","MN","Circle"
"Northridge","CA","Oval"
"Laurel","MD","Circle"
"Georgetown","KY","Triangle"
"Redwood City (Between San Fran And San Jose)","CA","Other"
"Big Sur","CA","Sphere"
"California","MO","Circle"
"Norwalk","CA","Chevron"
"Baltimore","MD","Light"
"Goodlettsville","TN","Diamond"
"Alma Center","WI","Light"
"Anderson","SC","Light"
"Delray Beach","FL","Triangle"
"Murfreesboro","TN","Formation"
"Pacifica","CA","Rectangle"
"Los Angeles (Over Lax)","CA","Oval"
"Baytown","TX","Light"
"New Bedford","MA","Sphere"
"Menomonie","WI","Sphere"
"Boothwyn","PA","Circle"
"Lawrence","KS","Light"
"Machesney Park","IL","Formation"
"Los Angeles","CA","Light"
"Jermyn","PA","Other"
"Tulsa","OK","Circle"
"Beverly Hills","CA","Light"
"Lone Pine","CA","Other"
"Bourbonnais","IL","Circle"
"Houston","TX","Fireball"
"Las Cruces","NM","Fireball"
"Chandler","AZ","Fireball"
"Stillwater","OK","Sphere"
"Lake City","IA","Light"
"Walkertown","NC","Disk"
"Graham","WA","Disk"
"Kingston","WA","Flash"
"Brownsville","TX","Circle"
"Amherst","MA","Diamond"
"Longmeadow","MA","Triangle"
"Mt. Vernon","OH","Triangle"
"Wellington","FL","Circle"
"Fulton","NY","Cigar"
"Lindenhurst","NY","Sphere"
"Bristol","CT","Triangle"
"Monroeville","AL","Cylinder"
"Detroit","MI","Rectangle"
